anio,conglome,viession,hoession,ubigeo,departamento,provincia,dominio,mieperho,factor07,factor_pob,gashog2d,gasto_pc,linea,linpe,pobre,pobre_extremo,categoria_pobreza,inghog1d
2021,152,13,1,040101,04,0401,Lima Metropolitana,5,1472.9941514048487,7364.9707570242435,14047.362450250232,234.12270750417053,386.7802349718679,230.7150193471891,1,0,Pobre no extremo,37769.85962535454
2021,443,17,3,010201,01,0102,Callao,2,1277.2463087928425,2554.492617585685,170907.26943720967,7121.136226550403,417.2677360894711,224.70592595164513,0,0,No pobre,81370.47774942414
2021,483,8,3,200101,20,2001,Sierra urbana,3,892.2620448201563,2676.786134460469,15407.911204529055,427.9975334591404,437.166480218218,262.62809253653273,1,0,Pobre no extremo,35309.34744428083
2022,259,13,2,010101,01,0101,Costa rural,2,1605.6328980592511,3211.2657961185023,56811.675282387034,2367.1531367661264,416.68035387370236,247.81392430196064,0,0,No pobre,103511.56369946955
2021,324,5,2,200101,20,2001,Costa urbana,6,1901.633833249709,11409.802999498253,5461.229401317662,75.8504083516342,428.0198989272751,227.17931857942577,1,1,Pobre extremo,72244.01199303601
2025,357,18,3,040101,04,0401,Costa urbana,3,118.64070419175098,355.922112575253,110591.15467365908,3071.9765187127523,440.81183493670716,204.00933615934562,0,0,No pobre,89566.53416215269
2024,168,15,3,210101,21,2101,Costa rural,4,1216.905683260056,4867.622733040224,4313.466873357745,89.86389319495301,416.8390614179585,250.50424904334494,1,1,Pobre extremo,43614.69251094031
2022,176,12,3,010201,01,0102,Selva rural,5,1745.363765058862,8726.818825294311,20288.657633697658,338.144293894961,390.60143559224684,224.7020543483266,1,0,Pobre no extremo,30833.73904667794
2023,310,17,4,250101,25,2501,Selva rural,6,1340.9138209565588,8045.482925739352,10342.940510835651,143.65195153938404,393.94444973421326,204.93963384406518,1,1,Pobre extremo,11489.997947019423
2023,291,15,1,210101,21,2101,Selva rural,2,1621.57558988334,3243.15117976668,94462.60769371537,3935.9419872381404,432.7003969554197,242.86023610724638,0,0,No pobre,97276.80925625525
2024,479,2,2,150101,15,1501,Sierra rural,6,1800.6160973130723,10803.696583878434,13794.772930650397,191.5940684812555,397.47400256318974,222.61048093456907,1,1,Pobre extremo,46910.486476616425
2022,56,6,1,010101,01,0101,Selva urbana,2,1526.80693012081,3053.61386024162,43300.45957799183,1804.1858157496597,468.98336721438966,223.69195558173706,0,0,No pobre,28147.98297190158
2021,108,17,2,130101,13,1301,Costa urbana,5,1462.3330625930555,7311.665312965278,34209.69004644474,570.161500774079,463.4185685123826,233.5419091523525,0,0,No pobre,11659.32083616733
2021,473,16,2,250101,25,2501,Costa rural,5,1933.0171935914448,9665.085967957224,7328.035615078194,122.13392691796989,414.90320690060156,250.22323371299186,1,1,Pobre extremo,129057.96817332656
2025,296,17,2,210101,21,2101,Sierra urbana,1,1741.0008499939881,1741.0008499939881,67919.2459554433,5659.937162953608,463.09871719949297,219.3431334345406,0,0,No pobre,35819.12858842431
2025,461,9,3,150101,15,1501,Lima Metropolitana,3,1649.2179522072702,4947.6538566218105,26518.986777639235,736.6385216010899,433.3187830341095,205.66621410452308,0,0,No pobre,238636.13842586326
2021,324,5,2,150132,15,1501,Sierra urbana,4,264.16638489656464,1056.6655395862585,104493.44352305985,2176.946740063747,395.90509286029413,229.70980050076543,0,0,No pobre,4576.264344085806
2023,302,1,1,050101,05,0501,Lima Metropolitana,3,554.156777964894,1662.470333894682,46730.17787571512,1298.0604965476423,441.42118545413234,203.8447796181476,0,0,No pobre,49655.40428235299
2023,334,6,2,010101,01,0101,Sierra rural,6,1157.83644621767,6947.01867730602,13574.824036077982,188.5392227233053,447.94511172164067,248.80879569245516,1,1,Pobre extremo,9347.358389168992
2025,141,14,1,130101,13,1301,Costa urbana,3,1448.164199452146,4344.492598356438,22448.54000561601,623.5705557115558,388.38915784701584,267.1470427545802,0,0,No pobre,17458.563085058842
2024,155,17,2,010201,01,0102,Selva urbana,6,676.1082972709062,4056.649783625437,21879.84776440835,303.88677450567155,411.4453090422038,246.11311653536922,1,0,Pobre no extremo,27536.34953996368
2021,262,19,2,200101,20,2001,Costa urbana,4,277.32341492956436,1109.2936597182575,54187.01705154286,1128.8961885738097,380.5383987611919,219.27733148255976,0,0,No pobre,67797.65247574869
2025,273,1,3,050101,05,0501,Lima Metropolitana,7,691.0884549489707,4837.619184642795,52610.8534723034,626.3196841940882,411.64288033561263,212.71916712763223,0,0,No pobre,47669.385383762194
2025,420,1,1,010101,01,0101,Selva rural,5,1564.9554431029865,7824.777215514932,14678.15531805521,244.63592196758682,413.5445332919249,216.2948499910063,1,0,Pobre no extremo,20992.311188460295
2021,232,13,2,250101,25,2501,Sierra urbana,5,1767.0619557486089,8835.309778743045,63098.303477298075,1051.6383912883014,443.0208626779085,215.5127002217685,0,0,No pobre,18604.663467431787
2021,241,14,2,150132,15,1501,Costa urbana,2,1834.5169318542512,3669.0338637085024,38790.65017282052,1616.2770905341883,399.9043279649165,221.9681354231161,0,0,No pobre,6532.197702524856
2023,355,6,1,010201,01,0102,Sierra urbana,4,819.8466903738807,3279.386761495523,49141.17896527627,1023.7745617765889,383.00909867277926,206.81426746897014,0,0,No pobre,19695.05625930825
2024,337,6,2,040101,04,0401,Costa rural,2,807.8232922343733,1615.6465844687466,42875.08423893794,1786.461843289081,411.56345334932814,262.7003340352505,0,0,No pobre,17257.481209543243
2024,489,1,4,210101,21,2101,Costa rural,3,872.744194846403,2618.2325845392093,56733.35608513362,1575.9265579203784,462.5619546258924,261.95843467306554,0,0,No pobre,119462.69325403775
2021,258,14,3,210101,21,2101,Sierra urbana,4,814.0379919007507,3256.151967603003,11619.841316327967,242.08002742349933,419.9145205557826,243.06653774977366,1,1,Pobre extremo,24393.800361876216
2022,249,3,1,010201,01,0102,Selva urbana,5,1365.7735542636983,6828.867771318492,31922.84705548661,532.0474509247769,421.509376983402,204.33442568111175,0,0,No pobre,24598.39955058769
2025,77,10,3,040101,04,0401,Callao,1,780.8141980507862,780.8141980507862,66614.45067871975,5551.204223226646,426.90275628466026,256.28005185052365,0,0,No pobre,44794.15285516236
2025,180,19,4,210101,21,2101,Selva urbana,4,138.65347956706708,554.6139182682683,73434.48054892893,1529.8850114360193,455.1788830809987,204.3252008616772,0,0,No pobre,142444.9211757613
2021,66,19,4,010101,01,0101,Callao,4,934.1467413069563,3736.586965227825,73332.56433245508,1527.7617569261474,428.00248923785716,207.44948566341924,0,0,No pobre,139567.1264196398
2022,308,19,4,010201,01,0102,Costa urbana,2,525.8889257393167,1051.7778514786335,12120.688312621363,505.0286796925568,389.1282752536782,222.77074748509892,0,0,No pobre,396788.3734494693
2023,348,4,1,010201,01,0102,Sierra urbana,4,154.73356179077794,618.9342471631118,174629.6272734624,3638.1172348637997,400.63997995996493,230.20292223658922,0,0,No pobre,8951.516415072763
2021,171,19,4,250101,25,2501,Sierra rural,5,994.6016079146916,4973.0080395734585,131738.76675098215,2195.646112516369,398.7897366992575,224.77222697007235,0,0,No pobre,42780.71407769371
2021,474,10,1,040101,04,0401,Selva urbana,2,491.31366247675686,982.6273249535137,12345.359710173254,514.3899879238855,430.78633184043355,211.56608466848547,0,0,No pobre,32724.062908808974
2025,22,2,1,250101,25,2501,Lima Metropolitana,5,960.2094481954947,4801.047240977474,20555.3977786539,342.589962977565,382.9929465065225,207.8490802377242,1,0,Pobre no extremo,5864.05339367318
2021,367,4,2,040101,04,0401,Selva urbana,4,627.7249745595443,2510.8998982381772,49843.019378850884,1038.3962370593933,408.3616608512764,260.15906586930913,0,0,No pobre,11305.41945646845
2021,107,6,1,250101,25,2501,Selva rural,5,1247.046853532823,6235.234267664115,14054.578059823163,234.24296766371938,440.7194941043169,225.42268581663495,1,0,Pobre no extremo,90225.66597565897
2021,439,7,4,010201,01,0102,Costa rural,3,1982.667035060523,5948.001105181569,45412.84900154914,1261.4680278208095,415.46506755316017,215.3019564678056,0,0,No pobre,61494.02768643242
2025,323,16,1,200101,20,2001,Selva urbana,5,1139.7406493521635,5698.703246760817,32550.63465030412,542.5105775050687,450.77121584188217,234.0893949636363,0,0,No pobre,61030.8756308954
2023,227,7,1,200101,20,2001,Lima Metropolitana,2,1329.1022420962631,2658.2044841925263,85804.12165345384,3575.1717355605765,419.12213368567905,202.5776380376566,0,0,No pobre,56809.482304564495
2023,444,18,3,200101,20,2001,Selva urbana,3,1846.6239397272825,5539.871819181848,39606.42133432349,1100.1783703978747,477.92575283777785,242.01968276325752,0,0,No pobre,6737.804706186427
2021,442,19,4,010201,01,0102,Lima Metropolitana,2,810.6007936776741,1621.2015873553482,4326.519689440728,180.271653726697,476.5356287058314,217.39427107947188,1,1,Pobre extremo,12113.073987885371
2025,396,9,1,210101,21,2101,Callao,6,416.44205459260775,2498.6523275556465,58476.622487896275,812.1753123318927,459.98407144645915,241.8737489891927,0,0,No pobre,21241.83881154705
2023,216,10,2,150132,15,1501,Selva rural,5,637.3148375680512,3186.574187840256,81362.20818009407,1356.0368030015677,475.4390528051511,242.98876151121084,0,0,No pobre,83255.2853741195
2023,69,13,1,130101,13,1301,Callao,1,865.3103873576435,865.3103873576435,25418.396219022823,2118.1996849185684,400.4778241617663,256.64569339510524,0,0,No pobre,41428.3173103147
2023,84,18,1,150132,15,1501,Lima Metropolitana,1,1325.5335943860928,1325.5335943860928,30732.953075981557,2561.079422998463,455.09231657963403,216.09333289266317,0,0,No pobre,89696.566790486
2025,103,16,3,200101,20,2001,Selva urbana,3,108.71725591646995,326.1517677494098,30821.77664523822,856.1604623677283,412.1658633319457,232.44252470334962,0,0,No pobre,256754.14701297815
2025,39,17,4,210101,21,2101,Selva rural,2,1721.4281080572703,3442.8562161145405,15886.296471401793,661.9290196417413,452.5294318942924,267.3321136734251,0,0,No pobre,7413.323415907983
2021,13,13,4,010201,01,0102,Sierra urbana,4,244.57854879467786,978.3141951787114,248339.08145145184,5173.730863571914,417.38934616331994,250.8987390859234,0,0,No pobre,32229.088353167277
2024,297,12,2,150101,15,1501,Sierra urbana,4,1811.2447829452458,7244.979131780983,13304.232768035017,277.1715160007295,408.94206597441854,268.27406656122906,1,0,Pobre no extremo,32372.095367995877
2023,313,10,2,210101,21,2101,Costa rural,6,1903.9255902893078,11423.553541735848,62016.3427861799,861.3380942524986,475.879509522166,264.91559991539725,0,0,No pobre,15855.187129085805
2024,181,1,2,150101,15,1501,Costa urbana,7,1981.1953088130545,13868.367161691382,61760.09343621411,735.2392075739775,400.9885441755838,242.75240177645023,0,0,No pobre,56394.08665692657
2025,493,8,1,010201,01,0102,Selva rural,4,1638.0693503730674,6552.27740149227,17817.30696198826,371.1938950414221,455.85685946065627,218.47512491175004,1,0,Pobre no extremo,631290.7493012439
2025,268,18,1,010101,01,0101,Selva urbana,1,369.52549928628997,369.52549928628997,11582.475343803371,965.206278650281,447.4672163204555,252.98469096636916,0,0,No pobre,14071.889026435458
2025,13,2,2,040101,04,0401,Costa urbana,3,1441.717382127854,4325.1521463835625,24444.80782733227,679.0224396481186,410.34776418080645,248.8683472068605,0,0,No pobre,66315.9663523837
2024,120,16,4,130101,13,1301,Sierra urbana,4,486.31045215553536,1945.2418086221414,50390.8774988948,1049.8099478936417,425.83430174922796,241.22230842501784,0,0,No pobre,12767.33908752681
2025,458,12,4,150132,15,1501,Selva urbana,4,1804.5428876027677,7218.171550411071,35458.00375222624,738.7084115047134,394.2943095924329,248.84804599439107,0,0,No pobre,5972.372085759872
2021,353,9,2,250101,25,2501,Costa urbana,4,701.551258745155,2806.20503498062,137897.7215709565,2872.869199394927,472.1208604370723,242.95104901816757,0,0,No pobre,19659.90792658976
2025,57,3,3,250101,25,2501,Selva rural,7,720.9123564425782,5046.386495098048,15853.07656706702,188.7271019888931,476.81198015274305,236.35653161509924,1,1,Pobre extremo,47710.89579933366
2022,40,4,4,040101,04,0401,Selva rural,6,1843.5412622382466,11061.24757342948,16203.064521371309,225.04256279682374,453.24630317513595,229.116883717834,1,1,Pobre extremo,54130.78273527332
2024,374,2,4,210101,21,2101,Costa urbana,2,125.13903448903866,250.27806897807733,59487.01385070275,2478.625577112615,464.942034383263,203.12958622042083,0,0,No pobre,214797.39027006435
2022,336,8,2,250101,25,2501,Lima Metropolitana,3,468.53568781878255,1405.6070634563475,5994.033167031129,166.50092130642025,388.26174308013185,260.5981543372227,1,1,Pobre extremo,47981.51590365276
2025,128,10,4,050101,05,0501,Selva rural,5,901.6713064705646,4508.356532352823,16206.90664245397,270.1151107075662,418.39686179563915,260.5878407819822,1,0,Pobre no extremo,36813.37127030447
2021,173,16,1,250101,25,2501,Sierra rural,5,1431.3709778893667,7156.854889446833,23919.579127024652,398.65965211707754,413.0811114882215,241.58331239782456,1,0,Pobre no extremo,83526.33603549244
2023,35,11,1,010201,01,0102,Sierra urbana,3,1330.3757154849973,3991.127146454992,26560.41244326217,737.7892345350602,436.4951565619069,218.7519013610708,0,0,No pobre,46544.241925581286
2025,259,18,4,040101,04,0401,Costa rural,5,1371.8825628175832,6859.412814087917,17035.87711738675,283.93128528977917,398.33552946741844,201.96917308272248,1,0,Pobre no extremo,35463.327203598936
2021,376,14,1,130101,13,1301,Costa rural,4,1772.0418539802617,7088.167415921047,5209.568196685133,108.53267076427362,436.33813206269974,200.1000162916882,1,1,Pobre extremo,30322.82181888088
2024,5,8,3,040101,04,0401,Sierra rural,4,329.95778335718757,1319.8311334287503,96106.99837813269,2002.2291328777644,445.4365365576588,205.10351728057773,0,0,No pobre,68599.44853763831
2022,218,15,4,130101,13,1301,Costa urbana,3,1092.1072228156638,3276.3216684469917,91651.479568502,2545.874432458389,393.2353091857263,225.19204284458155,0,0,No pobre,61593.39871897702
2022,11,17,2,050101,05,0501,Selva rural,6,1478.4076092947282,8870.44565576837,6014.567564157897,83.53566061330413,393.1720708865444,213.18771621979545,1,1,Pobre extremo,27881.48859917347
2022,382,18,1,250101,25,2501,Sierra rural,4,1308.6250415559125,5234.50016622365,49338.021267739714,1027.8754430779106,383.5423389843151,218.55406599462665,0,0,No pobre,153492.27606262793
2024,327,6,3,040101,04,0401,Sierra rural,2,951.7968278846083,1903.5936557692166,23823.33313122245,992.6388804676021,456.08924496241445,248.97622641134524,0,0,No pobre,84315.06708652605
2021,117,14,3,150101,15,1501,Selva rural,5,132.51771315711153,662.5885657855576,44512.14789223521,741.8691315372536,413.1008536838805,267.14048420514104,0,0,No pobre,95072.19576559994
2024,184,3,1,200101,20,2001,Sierra urbana,5,214.85930473098082,1074.2965236549041,34632.20791537055,577.2034652561758,402.5420455744802,214.47430901140228,0,0,No pobre,14569.434159848202
2022,394,7,3,050101,05,0501,Selva rural,6,325.9885210222896,1955.9311261337375,7247.911221241728,100.66543362835733,457.8094395045229,232.59507538955427,1,1,Pobre extremo,21735.67197294414
2025,362,15,4,210101,21,2101,Callao,3,752.1327303871908,2256.3981911615724,55371.867768291115,1538.1074380080865,394.32556900895395,269.40355810495873,0,0,No pobre,165473.03754551776
2023,116,16,3,150101,15,1501,Selva rural,7,323.5415600675791,2264.7909204730536,16370.313990140268,194.88469035881272,422.7183427097305,265.21720787639254,1,1,Pobre extremo,102726.65803872794
2024,162,16,1,130101,13,1301,Lima Metropolitana,2,909.5563948189558,1819.1127896379116,2599.99713476087,108.33321394836958,454.4786675518527,224.66214121204618,1,1,Pobre extremo,8824.74282708836
2024,67,8,3,040101,04,0401,Selva urbana,4,439.41978211260084,1757.6791284504034,32185.85448706706,670.5386351472304,437.38323175871767,222.37823327586582,0,0,No pobre,50779.70334449828
2021,200,7,1,130101,13,1301,Costa urbana,4,1580.4157752997914,6321.663101199166,6588.820240542593,137.26708834463736,435.4000143492423,216.95194482360736,1,1,Pobre extremo,94645.48543382622
2021,31,6,1,130101,13,1301,Costa rural,3,1755.8264717532097,5267.47941525963,75379.88610910217,2093.885725252838,395.7463410716025,210.87819948803622,0,0,No pobre,13015.836050511592
2024,75,2,3,050101,05,0501,Costa rural,4,840.330265139534,3361.321060558136,20704.07876319484,431.33497423322586,398.0932727834741,232.20364553901447,0,0,No pobre,99776.10413869777
2022,237,13,1,150101,15,1501,Sierra rural,6,1071.5303540997136,6429.182124598281,28883.68382154385,401.16227529922014,438.2558793909741,223.87843593847234,1,0,Pobre no extremo,38230.82693523902
2023,327,12,1,040101,04,0401,Lima Metropolitana,4,1911.642858965789,7646.571435863156,42946.635856164285,894.7215803367559,382.356686108066,252.13863157092766,0,0,No pobre,163674.90999997052
2021,493,15,2,250101,25,2501,Sierra rural,4,1117.4647351623787,4469.858940649515,29567.833562366563,615.9965325493034,466.91179889634105,216.58065526813579,0,0,No pobre,31966.76735313401
2022,66,9,4,010101,01,0101,Sierra rural,2,1990.6391101025074,3981.278220205015,15804.868138990912,658.5361724579546,415.0470800640975,251.54325673140343,0,0,No pobre,8558.2571850943
2025,70,2,1,150132,15,1501,Costa urbana,1,370.04888801490375,370.04888801490375,74356.21054372216,6196.350878643513,421.6616217017327,220.17026101873822,0,0,No pobre,61602.82411905487
2021,297,17,4,150132,15,1501,Sierra rural,2,1738.230199133727,3476.460398267454,24399.083291051826,1016.6284704604927,405.84323347326,241.49101492532915,0,0,No pobre,11804.951852497297
2022,447,5,2,050101,05,0501,Sierra rural,7,1044.685705078634,7312.799935550439,9781.30838571368,116.44414744897239,467.66710992631033,244.69010674763118,1,1,Pobre extremo,20484.792856437158
2022,416,11,2,210101,21,2101,Selva urbana,5,143.1568113743695,715.7840568718475,37023.308877404976,617.0551479567496,444.2504072805905,247.0246997850233,0,0,No pobre,5901.526889036839
2023,20,19,2,010201,01,0102,Costa urbana,7,1947.2235887347622,13630.565121143336,25022.760707201483,297.8900084190653,424.9908469035067,212.2737290226083,1,0,Pobre no extremo,16187.382201645576
2023,441,7,2,010101,01,0101,Sierra urbana,1,1933.59100951238,1933.59100951238,26353.124878775394,2196.0937398979495,438.5308795659741,219.7897958805186,0,0,No pobre,139192.99516241785
2025,226,2,4,040101,04,0401,Lima Metropolitana,4,828.2145963474856,3312.858385389942,30126.953164521205,627.6448575941918,418.03695959753907,217.22809797836632,0,0,No pobre,42077.664801912375
2022,434,16,3,150132,15,1501,Sierra urbana,1,1912.8699350632194,1912.8699350632194,28293.304232694063,2357.7753527245054,426.5582478284412,240.33122877108363,0,0,No pobre,28784.514923674273
2022,464,12,3,210101,21,2101,Selva rural,5,367.9183202532369,1839.5916012661846,99881.22155165799,1664.6870258609665,415.76321934142845,205.30224815899567,0,0,No pobre,15115.480555440954
2023,409,15,4,010201,01,0102,Selva urbana,3,1392.2092681292963,4176.627804387889,13082.851757649722,363.4125488236034,421.06747942108353,236.2779514972595,1,0,Pobre no extremo,44684.54827984351
2021,396,1,1,150101,15,1501,Costa rural,2,464.6650750868856,929.3301501737712,4135.102603977997,172.29594183241656,411.497654400943,206.12269389501293,1,1,Pobre extremo,29110.065670379907
2021,199,13,4,040101,04,0401,Selva rural,4,568.6297490361726,2274.5189961446904,26917.426700462314,560.7797229262982,387.7641077546022,223.59391929531796,0,0,No pobre,396075.4908822104
2024,39,6,1,130101,13,1301,Sierra urbana,3,1580.7411306849503,4742.2233920548515,56877.8757848251,1579.9409940229193,383.7346278163169,248.06942650657808,0,0,No pobre,37138.33025918132
2023,145,13,1,210101,21,2101,Costa urbana,4,816.9803606740604,3267.9214426962417,6582.880611451237,137.14334607190077,397.41062042677385,228.87948385082382,1,1,Pobre extremo,57161.300353715655
2024,45,18,3,040101,04,0401,Costa rural,4,113.54225537438025,454.169021497521,37349.61356370155,778.1169492437822,405.16377438287304,219.62392875675596,0,0,No pobre,19245.50117978695
2023,395,3,2,010101,01,0101,Callao,5,887.0530059716297,4435.265029858148,7585.7844933151155,126.42974155525192,469.04718605896824,243.1100023129324,1,1,Pobre extremo,35695.887012127954
2025,326,1,3,130101,13,1301,Sierra rural,7,533.331709202623,3733.321964418361,57491.01574024022,684.4168540504788,441.1248654523105,251.8188378737478,0,0,No pobre,57680.80529193884
2022,381,15,3,010101,01,0101,Costa urbana,3,1398.3268357607533,4194.98050728226,27165.686535333847,754.6024037592736,475.8297169623991,217.82094543408175,0,0,No pobre,14439.156371113637
2025,407,13,4,200101,20,2001,Costa rural,4,469.45252377465056,1877.8100950986022,12187.001195555671,253.89585824074314,413.964686019563,220.9579930767114,1,0,Pobre no extremo,65730.30417884397
2023,91,5,4,150132,15,1501,Sierra urbana,5,1700.281704029304,8501.40852014652,6353.887217286132,105.8981202881022,420.1738003800437,244.820574186576,1,1,Pobre extremo,41342.195901310406
2022,238,13,1,010201,01,0102,Selva rural,4,607.4767230055121,2429.9068920220484,191562.75206366667,3990.8906679930556,451.97532275898567,267.56562821264095,0,0,No pobre,3728.839180381002
2021,70,5,4,210101,21,2101,Sierra rural,1,846.7536907377261,846.7536907377261,214211.67402771898,17850.97283564325,437.79020776340303,214.97100756688428,0,0,No pobre,82779.90973997863
2021,166,19,1,130101,13,1301,Sierra rural,5,666.2700355144863,3331.350177572431,10186.734671613864,169.7789111935644,432.78800803820985,245.79733449978468,1,1,Pobre extremo,59169.02926883985
2024,130,18,1,150132,15,1501,Lima Metropolitana,2,1323.4543608377949,2646.9087216755897,9973.104930364821,415.5460387652009,437.55640415639255,263.46128887478716,1,0,Pobre no extremo,46077.806571025554
2023,214,10,2,050101,05,0501,Costa urbana,2,292.21072833015376,584.4214566603075,28887.808234492262,1203.6586764371775,438.413531227646,232.3376735531053,0,0,No pobre,19252.324997098436
2023,340,8,2,010101,01,0101,Selva rural,2,1008.3888081266638,2016.7776162533276,19014.427356475768,792.2678065198237,456.5740424204531,222.1790958546727,0,0,No pobre,427302.3502968937
2021,89,15,3,200101,20,2001,Sierra rural,2,735.4641489086105,1470.928297817221,20060.83843208377,835.8682680034904,446.8082027315009,246.6809745644579,0,0,No pobre,20168.86352876199
2025,335,4,2,010101,01,0101,Costa rural,1,1779.862130247798,1779.862130247798,34730.0308086894,2894.16923405745,475.73142486820683,202.20022645365503,0,0,No pobre,1826.3886776749246
2022,252,2,1,040101,04,0401,Lima Metropolitana,2,239.48297779134552,478.96595558269104,151141.04735297445,6297.543639707269,474.79630180564334,225.2112385373362,0,0,No pobre,60921.695099967685
2025,369,6,4,150101,15,1501,Lima Metropolitana,3,1676.420623372424,5029.261870117272,91664.98559925774,2546.2495999793814,422.19228496782296,218.05818187719794,0,0,No pobre,31712.54297190916
2025,349,3,2,200101,20,2001,Selva urbana,3,418.59290540682736,1255.778716220482,20166.332965760583,560.1759157155717,383.572260951191,215.72351919448997,0,0,No pobre,8580.457494253482
2021,72,7,2,200101,20,2001,Sierra urbana,2,268.29755386691477,536.5951077338295,51529.126275022834,2147.0469281259516,381.1074782218727,212.58314844688744,0,0,No pobre,28201.191210688292
2021,165,10,2,010201,01,0102,Costa urbana,4,484.4134304337152,1937.6537217348607,5103.384456571081,106.32050951189751,392.31934048878776,251.59443111101677,1,1,Pobre extremo,33956.41062269267
2021,49,6,2,210101,21,2101,Selva rural,3,295.04066582243973,885.1219974673193,30403.405318521927,844.5390366256091,387.4897398898095,266.85698567281753,0,0,No pobre,17057.038478392533
2024,52,16,1,050101,05,0501,Callao,1,1089.8695015840385,1089.8695015840385,21742.3224963092,1811.8602080257667,417.33660489708683,226.933945172536,0,0,No pobre,40559.749702320296
2025,289,2,1,050101,05,0501,Callao,3,1977.6084105399846,5932.825231619954,64030.141198870115,1778.6150333019477,385.2874598884003,203.43723148356287,0,0,No pobre,51820.71324418594
2023,278,17,3,010201,01,0102,Selva urbana,3,165.2219686560918,495.6659059682754,47086.29822102305,1307.9527283617513,442.4914036137118,250.32382695708046,0,0,No pobre,34674.45556777701
2022,114,13,4,010101,01,0101,Callao,3,976.1438637069765,2928.4315911209296,35524.951203907716,986.8042001085477,399.0174225995277,237.67430341245125,0,0,No pobre,14434.958968121333
2024,239,1,3,250101,25,2501,Selva urbana,3,833.5336253049373,2500.600875914812,40709.667492490225,1130.8240970136173,431.39653185695875,250.65512296920656,0,0,No pobre,58026.59452492032
2023,133,6,3,150132,15,1501,Costa urbana,4,745.2521870681607,2981.0087482726426,18211.533519730296,379.4069483277145,390.30787826337354,245.35329149392345,1,0,Pobre no extremo,7200.314471926297
2025,487,5,2,250101,25,2501,Costa rural,4,730.5408598233856,2922.1634392935425,64272.06454622655,1339.0013447130532,462.7729065828292,263.38051866744337,0,0,No pobre,54524.85450434485
2021,274,13,4,040101,04,0401,Selva rural,6,1800.524237590278,10803.145425541668,40705.69564309554,565.3568839318825,457.9958828193316,209.83081349088422,0,0,No pobre,49434.44286653355
2025,166,18,2,050101,05,0501,Sierra urbana,4,136.05468539596768,544.2187415838707,23248.08638321961,484.33513298374186,418.64872210513954,211.84132916818191,0,0,No pobre,29247.17087616297
2022,374,12,1,210101,21,2101,Costa urbana,4,1572.3411360222628,6289.364544089051,29403.477296529243,612.5724436776926,471.0593332525584,223.9098456816196,0,0,No pobre,21790.81677467156
2024,373,7,3,150101,15,1501,Selva rural,3,580.5730397312892,1741.7191191938678,57508.08699889642,1597.446861080456,398.57006461853774,234.3972171198217,0,0,No pobre,10639.725045130339
2024,293,15,4,010101,01,0101,Selva urbana,5,828.2614705533922,4141.307352766961,62618.97972829339,1043.6496621382232,461.3936705213036,264.7999646705405,0,0,No pobre,21330.87444227284
2022,478,3,1,210101,21,2101,Selva urbana,2,898.2848344122976,1796.5696688245953,19771.24863078166,823.8020262825693,434.5855434376638,263.4874960544972,0,0,No pobre,16099.077377689311
2023,243,16,3,210101,21,2101,Costa urbana,4,678.9903327401125,2715.96133096045,12035.962144041961,250.74921133420753,412.9580068298741,261.0310483488564,1,1,Pobre extremo,13248.665352065684
2023,479,1,4,130101,13,1301,Selva rural,3,277.76183748725595,833.2855124617679,17852.81745000069,495.9115958333525,388.4360934917608,215.57688537605142,0,0,No pobre,10890.885671718652
2024,320,16,3,200101,20,2001,Selva urbana,4,317.2286127759261,1268.9144511037043,18700.11213343847,389.58566944663477,397.1311126407751,251.077346404958,1,0,Pobre no extremo,135127.62198220647
2024,138,12,4,150132,15,1501,Costa urbana,6,666.4491357570241,3998.6948145421447,30059.289726411036,417.49013508904216,466.2862605355688,226.84442208633214,1,0,Pobre no extremo,77969.45392548614
2021,79,19,3,200101,20,2001,Lima Metropolitana,6,1661.4372004857762,9968.623202914658,79037.54767089408,1097.7437176513067,440.6886075191715,265.1828049278756,0,0,No pobre,417625.93883382314
2023,170,8,2,210101,21,2101,Costa urbana,2,355.7925402960825,711.585080592165,17615.257595515213,733.9690664798005,403.70955583964997,215.017508546499,0,0,No pobre,45976.248910886665
2022,123,12,3,010201,01,0102,Sierra urbana,3,1511.0156829772684,4533.047048931805,38147.568555930666,1059.6546821091852,429.58528774555646,209.88805672427716,0,0,No pobre,74636.77644694051
2023,176,15,3,250101,25,2501,Costa urbana,5,648.8524859156466,3244.2624295782334,22792.69798585858,379.87829976430965,390.7836669825242,258.9669622243459,1,0,Pobre no extremo,33799.72000707585
2021,300,2,4,130101,13,1301,Lima Metropolitana,4,1778.5833767129764,7114.333506851905,27369.971223425408,570.2077338213627,389.88424916685926,250.18353165833057,0,0,No pobre,164701.48506643873
2024,82,17,4,200101,20,2001,Selva rural,4,913.8241032612177,3655.296413044871,35336.2887650305,736.172682604802,470.7764651637168,257.4995174756681,0,0,No pobre,34488.1484434967
2024,87,7,2,040101,04,0401,Selva rural,5,426.27429526501356,2131.3714763250678,79334.78541817663,1322.246423636277,425.78562892629094,211.05603713746893,0,0,No pobre,96223.86740478859
2021,225,13,4,150101,15,1501,Callao,4,1973.1044552099695,7892.417820839878,33611.095888904805,700.2311643521834,416.1567153951137,261.9354881424624,0,0,No pobre,43730.0477180501
